lastname,firstname
whitt, ward
bhandari, atul
scheller-wolf, alan
harchol-balter, mor
aksin, o. zeynep
de vericourt, francis
karaesmen, fikri
ren, z. justin
zhou, yong-pin
murthy, nagesh n.
challagalla, goutam n.
vincent, leslie h.
shervani, tasadduq a.
jouini, oualid
dallery, yves
nait-abdallah, rabie
aksin, o. zeynep
de vericourt, francis
karaesmen, fikri
atlason, julius
epelman, marina a.
henderson, shane g.
bhandari, atul
scheller-wolf, alan
harchol-balter, mor
cezik, mehmet tolga
l'ecuyer, pierre
feldman, zohar
mandelbaum, avishai
massey, william a.
whitt, ward
gurvich, itay
armony, mor
mandelbaum, avishai
jouini, oualid
dallery, yves
nait-abdallah, rabie
milner, joseph m.
olsen, tava lennon
murthy, nagesh n.
challagalla, goutam n.
vincent, leslie h.
shervani, tasadduq a.
ren, z. justin
zhou, yong-pin
soyer, refik
tarimcilar, m. murat
mithas, sunil
krishnan, m. s.
bailey, warren
kumar, alok
ng, david
dellarocas, chrysanthos
wood, charles a.
chen, yubo
xie, jinhong
ryvkin, dmitry
ortmann, andreas
de bettignies, jean-etienne
chemla, gilles
tomlin, brian
wang, yimin
chen, yuxin
yang, sha
zhao, ying
gallego, guillermo
kou, s. g.
phillips, robert
hassin, refael
mendel, sharon
natarajan, karthik
pachamanova, dessislava
sim, melvyn
ding, li
glazbrook, kevin d.
kirkbride, christopher
wu, shin-yi
hitt, lorin m.
chen, pei-yu
anandalingarn, g.
dehoratius, nicole
raman, ananth
arora, ashish
telang, rahul
xu, hao
cavusoglu, hasan
cavusoglu, huseyin
zhang, jun
ahearne, michael
jones, eli
rapp, adam
mathieu, john
ho, teck-hua
zhang, juanjuan
ha, albert y.
tong, shilu
wang, tong
toktay, beril l.
granot, daniel
yin, shuya
levi, retsef
roundy, robin
shmoys, david
sviridenko, maxim
altintas, nihat
erhun, feryal
tayur, sridhar
hasija, sameer
pinker, edieal j.
shumsky, robert a.
engelbrecht-wiggans, richard
katok, elena
ding, min
eliashberg, jehoshua
clemen, robert t.
ulu, canan
nadarajah, saralees
kotz, samuel
hendricks, kevin b.
singhal, vinod r.
dechenaux, emmanuel
goldfarb, brent
shane, scott
thursby, marie
chao, raul o.
kavadias, stylianos
ramdas, kamalini
randall, taylor
ethiraj, sendil k.
levinthal, daniel
roy, rishi r.
erat, sanjiv
kavadias, stylianos
clark, derek j.
konrad, kai a.
gans, joshua s.
hsu, david h.
stern, scott
rahmandad, hazhir
sterman, john
chance, don m.
hillebrand, eric
hilliard, jimmy e.
bhargava, hemant k.
choudhary, vidyanand
billett, matthew t.
qian, yiming
kumar, alok
lim, sonya seongyeon
janakiraman, ramkumar
dutta, shantanu
sismeiro, catarina
stern, philip
hann, il-horn
hui, kai-lung
lee, sang-yong t.
png, ivan p. l.
bhardwaj, pradeep
chen, yuxin
godes, david
liu, qian
van ryzin, garrett j.
celik, sabri
maglaras, costis
wu, liuren
zhang, frank xiaoling
jacobs, kris
li, xiaofei
majumder, pranab
srinivasan, ashok
singh, siddharth s.
jain, dipak c.
krishnan, trichy v.
groysberg, boris
lee, linda-eling
nanda, ashish
boone, tonya
ganeshan, ram
hicks, robert l.
barnett, william p.
pontikes, elizabeth g.
nachum, lilach
zaheer, srilata
gross, shulamith
salomon, robert
martin, xavier
im, ghiyoung
rai, arun
sherali, hanif d.
desai, jitamitra
glickman, theodore s.
wu, george
markle, alex b.
wallenius, jyrki
dyer, james s.
fishburn, peter c.
steuer, ralph e.
zionts, stanley
deb, kalyanmoy
engau, alexander
wiecek, margaret m.
kan, raymond
smith, daniel r.
chen, m. keith
ingersoll, jonathan e.
kaplan, edward h.
grushka-cockayne, yael
de reyck, bert
degraeve, zeger
parlar, mahmut
sharafali, moosa
dillon, robin l.
tinsley, catherine h.
huang, wei
kulkarni, vidyadhar
swaminathan, jayashankar m.
nagarajan, mahesh
rajagopalan, s.
li, lode
zhang, hongtao
nagarajan, mahesh
bassok, yehuda
debo, laurens g.
toktay, l. beril
van wassenhove, luk n.
talreja, rishi
whitt, ward
terwiesch, christian
xu, yi
belloni, alexandre
freund, robert
selove, matthew
simester, duncan
stern, zvi
katz-navon, tal
naveh, eitan
ferran, carlos
watts, stephanie
hosanagar, kartik
chuang, john
krishnan, ramayya
smith, michael d.
lan, yingjie
gao, huina
ball, michael o.
karaesmen, itir
pekec, aleksandar sasa
tsetlin, ilia
simonsohn, uri
ariely, dan
ghemawat, pankaj
levinthal, daniel
gruber, marc
macmillan, ian c.
thompson, james d.
naseraldin, hussein
herer, yale t.
amaldoss, wilfred
jain, sanjay
fischer, paul e.
louis, henock
labro, eva
vanhoucke, mario
atasu, atalay
sarvary, miklos
van wassenhove, luk n.
arya, anil
mittendorf, brian
sappington, david e. m.
su, xuanming
zhang, fuqiang
de bruyn, arnaud
bolton, gary e.
anand, krishnan
anupindi, ravi
bassok, yehuda
olsen, tava lennon
parker, rodney p.
nocetti, diego
jouini, elyes
napp, clotilde
hansen, karsten
singh, vishal
loch, christoph h.
wu, yaozhong
arya, anil
mittendorf, brian
yoon, dae-hee
xia, yu
chen, bintong
kouvelis, panos
anupindi, ravi
jiang, li
pierce, lamar
snyder, jason
rysman, marc
simcoe, timothy
villas-boas, sofia berto
villas-boas, j. miguel
novak, sharon
stern, scott
ghemawat, pankaj
thomas, catherine
fang, xiang
so, kut c.
wang, yunzeng
kumar, praveen
turnbull, stuart m.
mendelson, haim
parlaktuerk, ali k.
shugan, steven m.
mitra, debanjan
huddart, steven
lang, mark
yetman, michelle h.
levin, yuri
mcgill, jeff
nediak, mikhail
forman, chris
ghose, anindya
goldfarb, avi
dionne, georges
giuliano, florence
picard, pierre
brown, david b.
sim, melvyn
huckman, robert s.
staats, bradley r.
upton, david m.
toole, andrew a.
czarnitzki, dirk
ata, baris
van mieghem, jan a.
tawarmalani, mohit
kannan, karthik
de, prabuddha
birbil, s. ilker
frenk, j. b. g.
gromicho, joaquim a. s.
zhang, shuzhong
boone, christophe
hendriks, walter
fosfuri, andrea
giarratana, marco s.
yang, zhibin (ben)
aydin, goeker
babich, volodymyr
beil, damian r.
waguespack, david m.
fleming, lee
ben-ameur, hatem
breton, michele
martinez, juan-manuel
zhang, min
batta, rajan
nagi, rakesh
hong, l. jeff
liu, guangwu
bensoussan, alain
mookerjee, radha
mookerjee, vijay
yue, wei t.
novak, sharon
stern, scott
plambeck, erica
wang, qiong
berg, joyce e.
neumann, george r.
rietz, thomas a.
song, jing-sheng
zipkin, paul
knott, anne marie
posen, hart e.
wu, brian
huh, woonghee tim
janakiraman, ganesh
muckstadt, john a.
rusmevichientong, paat
chick, stephen e.
gans, noah
anand, krishnan s.
goyal, manu
natarajan, karthik
song, miao
teo, chung-piaw
sayman, serdar
onculer, ayse
kaishev, vladimir k.
dimitrova, dimitrina s.
cachon, gerard p.
swinney, robert
heron, randall a.
lie, erik
christen, markus
boulding, william
staelin, richard
ganuza, juan-jose
llobet, gerard
dominguez, beatriz
bernstein, fernando
koek, a. guerhan
lightle, john p.
kagel, john h.
arkes, hal r.
jose, victor richmond r.
nau, robert f.
winkler, robert l.
dorn, daniel
sengmueller, paul
ozcan, serden
reichstein, toke
allon, gad
federgruen, awi
oxley, joanne
wada, tetsuo
tebbens, radboud j. duintjer
thompson, kimberly m.
saar-tsechansky, maytal
melville, prem
provost, foster
shang, kevin h.
song, jing-sheng
zipkin, paul h.
fleder, daniel
hosanagar, kartik
su, xuanming
zhang, fuqiang
neslin, scott a.
novak, thomas p.
baker, kenneth r.
hoffman, donna l.
seybert, nicholas
bloomfield, robert
arya, anil
demski, joel
glover, jonathan
liang, pierre
tunca, tunay i.
wu, qiong
chen, li
lee, hau l.
demiguel, victor
garlappi, lorenzo
nogales, francisco j.
uppal, raman
azoury, katy s.
miyaoka, julia
perols, johan
chari, kaushal
agrawal, manish
yao, yuliang
dresner, martin
palmer, jonathan
bams, dennis
lehnert, thorsten
wolff, christian c. p.
bleichrodt, han
schmidt, ulrich
zank, horst
marx, matt
strumsky, deborah
fleming, lee
matejka, michal
merchant, kenneth a.
van der stede, wim a.
ryall, michael d.
sampson, rachelle c.
joshi, yogesh v.
reibstein, david j.
zhang, z. john
overby, eric
jap, sandy
boulding, william
christen, markus
wang, tuo
gal-or, esther
chatterjee, rabikar
anderson, eric t.
dana, james d.
basak, gopal k.
jagannathan, ravi
ma, tongshu
ding, min
park, young-hoon
bradlow, eric t.
biais, bruno
weber, martin
han, bing
hong, dong
warachka, mitch
milkman, katherine l.
rogers, todd
bazerman, max h.
jayanthi, shekhar
roth, aleda v.
kristal, mehmet m.
venu, lauren carter-roth
miller, amalia r.
tucker, catherine e.
graham, john r.
harvey, campbell r.
huang, hai
koehler, jonathan j.
mercer, molly
chao, gary h.
iravani, seyed m. r.
savaskan, r. canan
baye, michael r.
morgan, john
bhaskaran, sreekumar r.
krishnan, v.
koijen, ralph s. j.
rodriguez, juan carlos
sbuelz, alessandro
hegde, deepak
mowery, david c.
graham, stuart j. h.
hollifield, burton
kraus, alan
foros, oystein
hagen, kare p.
kind, hans jarle
bikbov, ruslan
chernov, mikhail
casas-arce, pablo
martinez-jerez, f. asis
oxley, joanne e.
sampson, rachelle c.
silverman, brian s.
perry, ohad
whitt, ward
hamilton, stephen f.
richards, timothy j.
massa, massimo
simonov, andrei
yin, rui
aviv, yossi
pazgal, amit
tang, christopher s.
tang, wenjie
bearden, j. neil
tsetlin, ilia
yuan, zhushun
chen, gemai
atkinson, michael p.
guetz, adam
wein, lawrence m.
krishna, aradhna
rajan, uday
kc, diwas s.
terwiesch, christian
pang, guodong
whitt, ward
siegel, jordan i.
larson, barbara zepp
smith, gary
levere, michael
kurtzman, robert
chao, raul o.
kavadias, stylianos
gaimon, cheryl
bryce, david j.
winter, sidney g.
olivares, marcelo
cachon, gerard p.
ghose, anindya
yang, sha
balachander, subramanian
liu, yan
stock, axel
arora, ashish
gambardella, alfonso
magazzini, laura
pammolli, fabio
taylor, terry a.
xiao, wenqiang
junkunc, marc t.
eckhardt, jonathan t.
looney, clayton arlen
hardin, andrew m.
dong, lingxiu
narasimhan, chakravarthi
zhu, kaijie
wang, xinfang (jocelyn)
camm, jeffrey d.
curry, david j.
ibrahim, rouba
whitt, ward
chen, joseph y.
miller, bruce l.
brynjolfsson, erik
hu, yu (jeffrey)
rahman, mohammad s.
asparouhova, elena
hertzel, michael
lemmon, michael
fay, scott
laran, juliano
bali, turan g.
hovakimian, armen
banal-estanol, albert
ruperez micola, augusto
jarnebrant, peter
toubia, olivier
johnson, eric
franco, april m.
sarkar, m. b.
agarwal, rajshree
echambadi, raj
narayanan, sriram
balasubramanian, sridhar
swaminathan, jayashankar m.
gamba, andrea
fusari, nicola
kavadias, stylianos
sommer, svenja c.
christoffersen, peter
heston, steven
jacobs, kris
muthukrishnan, a. v.
wathieu, luc
xu, alison jing
tsetlin, ilia
winkler, robert l.
katok, elena
wu, diana yan
harhoff, dietmar
wagner, stefan
kostamis, dimitris
beil, damian r.
duenyas, izak
fu, michael c.
hong, l. jeff
hu, jian-qiang
federgruen, awi
yang, nan
campbell, dennis
frei, frances
singh, jasjit
fleming, lee
fuster, andreas
meier, stephan
christensen, michael
knudsen, thorbjorn
anderson, shannon w.
dekker, henri c.
sedatole, karen l.
allon, gad
van mieghem, jan a.
franke, nikolaus
schreier, martin
kaiser, ulrike
krishnan, harish
winter, ralph a.
bala, ram
bhardwaj, pradeep
bleichrodt, han
cillo, alessandra
diecidue, enrico
schultz, kenneth l.
schoenherr, tobias
nembhard, david
cachon, gerard p.
olivares, marcelo
bakshi, nitin
gans, noah
kim, youngsoo
telang, rahul
vogt, william b.
krishnan, ramayya
folta, timothy b.
delmar, frederic
wennberg, karl
lee, deishin
van den steen, eric
baucells, manel
sarin, rakesh k.
amaldoss, wilfred
staelin, richard
lee, seokho
genton, marc g.
arellano-valle, reinaldo b.
png, i. p. l.
wang, hao
maier, sebastian
zachariassen, petur
zachariasen, martin
leszczyc, peter t. l. popkowski
rothkopf, michael h.
horta, hugo
veloso, francisco m.
grediaga, rocio
jerath, kinshuk
netessine, serguei
veeraraghavan, senthil k.
gokpinar, bilal
hopp, wallace j.
iravani, seyed m. r.
koenigsberg, oded
kohli, rajeev
montoya, ricardo
hopp, wallace j.
iravani, seyed m. r.
xu, wendy lu
belenzon, sharon
berkovitz, tomer
sun, jiong
debo, laurens g.
kekre, sunder
xie, jinhong
dawande, milind
mehrotra, mili
mookerjee, vijay
sriskandarajah, chelliah
cachon, gerard p.
koek, a. guerhan
girotra, karan
terwiesch, christian
ulrich, karl t.
liu, yu-jane
tsai, chih-ling
wang, ming-chun
zhu, ning
amaldoss, wilfred
jain, sanjay
arya, anil
frimor, hans
mittendorf, brian
elfenbein, daniel w.
hamilton, barton h.
zenger, todd r.
kang, qiang
liu, qiao
bernasconi, michele
choirat, christine
seri, raffaello
denuit, michel m.
eeckhoudt, louis
budge, susan
ingolfsson, armann
zerom, dawit
jung, j. h.
schneider, christoph
valacich, joseph
mithas, sunil
lucas, henry c.
van donselaar, karel h.
gaur, vishal
van woensel, tom
broekmeulen, rob a. c. m.
fransoo, jan c.
feit, eleanor mcdonnell
beltramo, mark a.
feinberg, fred m.
nascimento, juliana
powell, warren
mcgraw, a. peter
sharif, eldar
todorov, alexander
mihm, juergen
loch, christoph h.
wilkinson, dennis
huberman, bernardo a.
roels, guillaume
karmarkar, uday s.
carr, scott
aperjis, christina
johari, ramesh
palomeras, neus
melero, eduardo
brennan, thomas j.
lo, andrew w.
corona, carlos
randhawa, ramandeep s.
sajeesh, s.
raju, jagmohan s.
krishnan, harish
kapuscinski, roman
butz, david a.
levine, david i.
toffel, michael w.
abbas, ali e.
budescu, david v.
gu, yuhong (rola)
gao, guodong (gordon)
gopal, anandasivam
agarwal, ritu
chod, jiri
rudi, nils
van mieghem, jan a.
bapna, ravi
dellarocas, chrysanthos
rice, sarah
gurvich, itai
luedtke, james
tezcan, tolga
nanda, ramana
sorensen, jesper b.
lovejoy, william s.
sinha, amitabh
cecchini, mark
aytug, haldun
koehler, gary j.
pathak, praveen
simester, duncan
zhang, juanjuan
musalem, andres
olivares, marcelo
bradlow, eric t.
terwiesch, christian
corsten, daniel
angst, corey m.
agarwal, ritu
sambamurthy, v.
kelley, ken
hvide, hans k.
moen, jarle
shen, qiaowei
villas-boas, j. miguel
gollier, christian
muermann, alexander
bassamboo, achal
randhawa, ramandeep s.
van mieghem, jan a.
xu, xin
venkatesh, viswanath
tam, kar yan
hong, se-joon
akcay, yalcin
natarajan, harihara prasad
xu, susan h.
wu, owen q.
chen, hong
chen, frank youhua
yano, candace arai
siebert, w. stanley
zubanov, nikolay
singh, jasjit
hansen, morten t.
podolny, joel m.
ding, waverly w.
levin, sharon g.
stephan, paula e.
winkler, anne e.
levi, maurice
li, kai
zhang, feng
casadesus-masanell, ramon
zhu, feng
eun, cheol s.
lai, sandy
de roon, frans a.
zhang, zhe
kesavan, saravanan
gaur, vishal
raman, ananth
rawley, evan
simcoe, timothy s.
kim, sang-hyun
cohen, morris a.
netessine, serguei
veeraraghavan, senthil
taylor, terry a.
xiao, wenqiang
toole, andrew a.
czarnitzki, dirk
chen, lucy gongtao
gavirneni, srinagesh
chang, yuk ying
dasgupta, sudipto
hilary, gilles
denrell, jerker
fang, christina
bassamboo, achal
randhawa, ramandeep s.
zeevi, assaf
celen, bogachan
kariv, shachar
schotter, andrew
kuruzovich, jason
viswanathan, siva
agarwal, ritu
subramanian, upender
raju, jagmohan s.
dhar, sanjay k.
wang, yusong
chellappa, ramnath k.
shivendu, shivendu
louis, henock
sun, amy
shen, siqian
smith, j. cole
ahmed, shabbir
gordy, michael b.
juneja, sandeep
de, prabuddha
hu, yu (jeffrey)
rahman, mohammad s.
healy, paul j.
linardi, sera
lowery, j. richard
ledyard, john o.
brown, david b.
carlin, bruce ian
lobo, miguel sousa
baum, joel a. c.
cowan, robin
jonard, nicolas
wang, xiaofang
debo, laurens g.
scheller-wolf, alan
smith, stephen f.
ho, teck-hua
lim, noah
cui, tony haitao
van roy, benjamin
yan, xiang
gopal, ram d.
gupta, alok
ibragimov, rustam
walden, johan
attema, arthur e.
bleichrodt, han
rohde, kirsten i. m.
wakker, peter p.
yang, jian
zhou, yinggang
wang, zijun
li, gang
zhang, chu
ransbotham, sam
mitra, sabyasachi
luchs, ryan
geylani, tansev
dukes, anthony
srinivasan, kannan
sauermann, henry
cohen, wesley m.
osadchiy, nikolay
vulcano, gustavo
ramalingam, abhijit
rauh, michael t.
banciu, mihai
gal-or, esther
mirchandani, prakash
bhaskaran, sreekumar
ramachandran, karthik
semple, john
ozpeynirci, ozgur
koksalan, murat
dey, debabrata
kumar, subodha
fuchs, erica
kirchain, randolph
kong, nan
schaefer, andrew j.
hunsaker, brady
roberts, mark s.
prasad, ashutosh
venkatesh, r.
mahajan, vijay
biais, bruno
bisiere, christophe
spatt, chester
bakshi, gurdip
wu, liuren
anand, krishnan s.
pac, m. fazil
veeraraghavan, senthil
goldfarb, avi
tucker, catherine e.
singh, jasjit
agrawal, ajay
jones, roy
mendelson, haim
bakshi, nitin
flynn, stephen e.
gans, noah
bakshi, nitin
flynn, stephen e.
gans, noah
islegen, oezge
reichelstein, stefan
chapman, craig j.
steenburgh, thomas j.
radzevick, joseph r.
moore, don a.
kornish, laura j.
ulrich, karl t.
cote, marie-claude
gendron, bernard
rousseau, louis-martin
davis, andrew m.
katok, elena
kwasnica, anthony m.
qiu, jianying
steiger, eva-maria
salo, ahti
punkka, antti
moldoveanu, mihnea c.
baum, joel a. c.
he, xue dong
zhou, xun yu
shulman, jeffrey d.
coughlan, anne t.
savaskan, r. canan
atahan, pelin
sarkar, sumit
simcoe, timothy s.
waguespack, dave m.
xue, mei
hitt, lorin m.
chen, pei-yu
lai, guoming
debo, laurens
nan, lin
thomadsen, raphael
bhardwaj, pradeep
thirumalai, sriram
sinha, kingshuk k.
samila, sampsa
sorenson, olav
baucells, manel
weber, martin
welfens, frank
bothner, matthew s.
podolny, joel m.
smith, edward bishop
goldfarb, avi
tucker, catherine e.
schweidel, david a.
bradlow, eric t.
fader, peter s.
bloechlinger, andreas
leippold, markus
balakrishnan, ramji
hansen, stephen
labro, eva
ha, albert y.
tong, shilu
zhang, hongtao
van de kuilen, gijs
wakker, peter p.
shang, weixin
liu, liming
harbring, christine
irlenbusch, bernd
kalkanci, basak
chen, kay-yut
erhun, feryal
allon, gad
bassamboo, achal
swinney, robert
cachon, gerard p.
netessine, serguei
cachon, gerard p.
swinney, robert
hu, ping
kale, jayant r.
pagani, marco
subramanian, ajay
hoehn, wiebke
koenig, felix g.
moehring, rolf h.
luebbecke, marco e.
cason, timothy n.
kannan, karthik n.
siebert, ralph
stecher, jack
shields, timothy
dickhaut, john
jiang, bo
zhang, xubing
liu, yunchuan
tyagi, rajeev k.
chennamaneni, pavan rao
desiraju, ramarao
green, jeremiah
hand, john r. m.
soliman, mark t.
berger, jonah
pope, devin
boudreau, kevin j.
lacetera, nicola
lakhani, karim r.
tucker, catherine elizabeth
zhang, juanjuan
chen, hua
ham, sung h.
lim, noah
williams, nathan
kannan, p. k.
azarm, shapour
cockburn, iain m.
macgarvie, megan j.
august, terrence
tunca, tunay i.
beveridge, christopher
joshi, mark
abdellaoui, mohammed
diecidue, enrico
oencueler, ayse
fernandez-mateo, isabel
king, zella
ren, charlotte r.
hu, ye
hu, yu (jeffrey)
hausman, jerry
kraft, holger
munk, claus
katok, elena
siemsen, enno
chu, leon yang
zhang, hao
martinez-de-albeniz, victor
talluri, kalyan
de giorgi, enrico g.
post, thierry
oezer, oezalp
zheng, yanchong
chen, kay-yut
muller, karl a.
riedl, edward j.
sellhorn, thorsten
bernstein, fernando
decroix, gregory a.
wang, yulan
broadie, mark
du, yiping
moallemi, ciamac c.
kostakis, alexandros
panigirtzoglou, nikolaos
skiadopoulos, george
glasserman, paul
wang, zhenyu
casadesus-masanell, ramon
llanes, gaston
piccolo, salvatore
reisinger, markus
chava, sudheer
stefanescu, catalina
turnbull, stuart
dong, yan
yao, yuliang
cui, tony haitao
deo, sarang
gurvich, itai
trautmann, stefan t.
vieider, ferdinand m.
wakker, peter p.
ebert, sebastian
wiesen, daniel
gneezy, uri
ho, teck-hua
list, john
jing, xiaoqing
xie, jinhong
brynjolfsson, erik
hu, yu (jeffrey)
simester, duncan
giesecke, kay
kim, baeho
galasso, alberto
simcoe, timothy s.
archak, nikolay
ghose, anindya
ipeirotis, panagiotis g.
bali, turan g.
cakici, nusret
chabi-yo, fousseni
arya, anil
mittendorf, brian
aid, rene
chemla, gilles
porchet, arnaud
touzi, nizar
carmona, rene
hinz, juri
harbaugh, rick
maxwell, john w.
roussillon, beatrice
buell, ryan w.
norton, michael i.
aral, sinan
walker, dylan
chintagunta, pradeep k.
desai, preyas s.
du, shuili
bhattacharya, c. b.
sen, sankar
koek, a. guerhan
xu, yi
murtha, brian r.
challagalla, goutam
kohli, ajay k.
chakravarty, anindita
grewal, rajdeep
jap, sandy
robertson, diana c.
hamilton, ryan
goh, khim-yong
hui, kai-lung
png, ivan p. l.
gilbert, stephen m.
jonnalagedda, sreelata
ghose, anindya
han, sang pil
zhang, xiaoquan (michael)
feng, juan
blanes i vidal, jordi
nossol, mareike
brown, david b.
smith, james e.
boyabatli, onur
kleindorfer, paul r.
koontz, stephen r.
shen, wenjing
duenyas, izak
kapuscinski, roman
ho, teck-hua
savin, sergei
terwiesch, christian
hellmann, thomas
perotti, enrico
kremer, mirko
moritz, brent
siemsen, enno
arora, ashish
nandkumar, anand
liu, qiao
wong, kit pong
abdellaoui, mohammed
l'haridon, olivier
paraschiv, corina
bakos, yannis
dellarocas, chrysanthos
astebro, thomas
chen, jing
thompson, peter
hsieh, j. j. po-an
rai, arun
xu, sean xin
singh, diwas k. c.
terwiesch, christian
hossain, tanjim
minor, dylan
morgan, john
de figueiredo, rui j. p.
rawley, evan
zhang, zhe george
luh, hsing paul
wang, chia-hung
salinger, michael
ampudia, miguel
krishnan, vish
ramachandran, karthik
cai, ning
kou, s. g.
graham, john r.
hazarika, sonali
narasimhan, krishnamoorthy
wulf, julie
singh, harbir
giesecke, kay
kim, baeho
zhu, shilin
lodi, andrea
martello, silvano
monaci, michele
cicconetti, claudio
lenzini, luciano
mingozzi, enzo
eklund, carl
moilanen, jani
boyabatli, onur
toktay, l. beril
gaur, vishal
seshadri, sridhar
subrahmanyam, marti g.
berkowitz, jeremy
christoffersen, peter
pelletier, denis
goel, ankur
gutierrez, genaro j.
van den assem, martijn j.
van dolder, dennie
thaler, richard h.
cesarini, david
johannesson, magnus
magnusson, patrik k. e.
wallace, bjorn
kessler, judd b.
leider, stephen
apesteguia, jose
azmat, ghazala
iriberri, nagore
brenner, lyle a.
griffin, dale w.
koehler, derek j.
gneezy, ayelet
imas, alex
brown, amber
nelson, leif d.
norton, michael i.
burks, stephen v.
krupka, erin l.
barber, brad m.
ho, teck-hua
odean, terrance
haselhuhn, michael p.
pope, devin g.
schweitzer, maurice e.
fishman, peter
kuhnen, camelia m.
tymula, agnieszka
jian, lian
sami, rahul
arad, ayala
gayer, gabrielle
adams, renee b.
funk, patricia
boyle, phelim
garlappi, lorenzo
uppal, raman
wang, tan
solnik, bruno
zuo, luo
hribar, paul
mcinnis, john
seybert, nicholas
yang, holly i.
hirshleifer, david
hou, kewei
teoh, siew hong
gilbert, thomas
kogan, shimon
lochstoer, lars
ozyildirim, ataman
engelberg, joseph
sasseville, caroline
williams, jared
giannetti, mariassunta
yafeh, yishay
sutter, matthias
huber, juergen
kirchler, michael
overby, eric
clarke, jonathan
bhattacharya, utpal
holden, craig w.
jacobsen, stacey
green, t. clifton
hwang, byoung-hyoun
agrawal, vishal v.
ferguson, mark
toktay, l. beril
thomas, valerie m.
posen, hart e.
levinthal, daniel a.
ju, nengjiu
wan, xuhu
gordy, michael b.
willemann, soren
allon, gad
hanany, eran
jagannathan, ravi
marakani, srikant
takehara, hitoshi
wang, yong
chick, stephen e.
frazier, peter
harrison, j. michael
keskin, n. bora
zeevi, assaf
tsetlin, ilia
winkler, robert l.
erat, sanjiv
krishnan, vish
erat, sanjiv
gneezy, uri
gao, long
xu, susan h.
ball, michael o.
rubineau, brian
kang, yoon
tambe, prasanna
hitt, lorin m.
clark, jonathan r.
huckman, robert s.
alcacer, juan
zhao, minyuan
choi, jeonghye
bell, david r.
lodish, leonard m.
lamberson, p. j.
page, scott e.
adomavicius, gediminas
curley, shawn p.
gupta, alok
sanyal, pallab
baucells, manel
heukamp, franz h.
bray, robert l.
mendelson, haim
debo, laurens g.
parlour, christine
rajan, uday
zhang, juanjuan
liu, peng
aral, sinan
brynjolfsson, erik
wu, lynn
goette, lorenz
huffman, david
meier, stephan
sutter, matthias
guajardo, jose a.
cohen, morris a.
kim, sang-hyun
netessine, serguei
bemmaor, albert c.
glady, nicolas
oraiopoulos, nektarios
ferguson, mark e.
toktay, l. beril
tambe, prasanna
hitt, lorin m.
brynjolfsson, erik
shin, jiwoong
sudhir, k.
yoon, dae-hee
nezlobin, alexander
rajan, madhav v.
reichelstein, stefan
vinhas, alberto sa
heide, jan b.
jap, sandy d.
cohen, lauren
frazzini, andrea
malloy, christopher j.
dahl, michael s.
sorenson, olav
feng, qi
lu, lauren xiaoyuan
arifoglu, kenan
deo, sarang
iravani, seyed m. r.
lee, donald k. k.
zenios, stefanos a.
staats, bradley r.
gino, francesca
nasiry, jayad
popescu, ioana
gao, guodong (gordon)
hitt, lorin m.
demerjian, peter
lev, baruch
mcvay, sarah
loh, roger k.
warachka, mitch
caro, felipe
martinez-de-albeniz, victor
licalzi, marco
surucu, oktay
kuhnen, camelia m.
niessen, alexandra
mandelbaum, avishai
momcilovic, petar
tseytlin, yulia
roberts, peter w.
sterling, adina d.
lau, sie ting
ng, lilian
zhang, bohui
ray, korok
goldmanis, maris
ching, andrew t.
ishihara, masakazu
olivares, marcelo
weintraub, gabriel y.
epstein, rafael
yung, daniel
kocher, martin g.
lenz, marc v.
sutter, matthias
knaup, martin
wagner, wolf
celen, bogachan
hyndman, kyle
forman, chris
van zeebroeck, nicolas
lee, hsiao-hui
pinker, edieal j.
shumsky, robert a.
tinsley, catherine h.
dillon, robin l.
cronin, matthew a.
hooker, j. n.
williams, h. p.
lim, andrew e. b.
shanthikumar, j. george
vahn, gah-yi
uelkue, sezer
dimofte, claudiu v.
schmidt, glen m.
belavina, elena
girotra, karan
de figueiredo, john m.
silverman, brian s.
mayzlin, dina
yoganarasimhan, hema
von hippel, eric
de jong, jeroen p. j.
flowers, stephen
gumus, mehmet
ray, saibal
gurnani, haresh
besbes, omar
maglaras, costis
padilla, michael
van roy, benjamin
chen, long
da, zhi
priestley, richard
shu, tao
sulaeman, johan
yeung, p. eric
litov, lubomir p.
moreton, patrick
zenger, todd r.
glasserman, paul
nouri, behzad
allon, gad
bassamboo, achal
cil, eren b.
holderness, clifford g.
pontiff, jeffrey
jiang, zhengrui
jain, dipak c.
dong, lingxiu
tomlin, brian
de roon, frans
szymanowska, marta
lai, guoming
xiao, wenqiang
yang, jun
chen, yefen
su, xuanming
zhao, xiaobo
oestreicher-singer, gal
sundararajan, arun
pancras, joseph
sriram, s.
kumar, v.
noe, thomas h.
rebello, michael j.
rietz, thomas a.
branco, fernando
sun, monic
villas-boas, j. miguel
wan, zhixi
beil, damian r.
katok, elena
brown, david b.
de giorgi, enrico
sim, melvyn
ang, marcus
lim, yun fong
sim, melvyn
kozhan, roman
tham, wing wah
hossain, tanjim
list, john a.
hu, zhaolin
cao, jing
hong, l. jeff
bolton, gary e.
ockenfels, axel
thonemann, ulrich w.
tereyagoglu, necati
veeraraghavan, senthil
mortensen, mark
neeley, tsedal b.
bertsimas, dimitris
farias, vivek f.
trichakis, nikolaos
